id,requirement
QuRE-1817,The data has to be stored in several small application specific data segments.
QuRE-1818,Stationary and moving objects having a very small lateral and longitudinal dimension get the classification POINT.
QuRE-1819,"To compensate small yaw rate offsets, the yaw rate used to calculate the lane radius has to be compensated using information from standing objects."
QuRE-1820,An appropriate algorithm has to be chosen to compensate for small offset drifts of VehYaw Rate in a way that does not compromise LaneRadius dynamic performance.
QuRE-1821,The connector at the sample is typically a small probe and shall not interfere with serial component fixations and cables.
QuRE-1822,Guide ribs: The sensor housing must have small guide ribs to ensure that the sensor fits backlash-free into the engine mounting bore.
QuRE-1823,Note: The current implementation separates two NvM blocks for those small parameters.
QuRE-1824,"The contractor has to ensure a component design, which enables the client to use different mounting locations (engine compartment, trunk, under body) with no or small modifications of the component."
QuRE-1825,In case of a CAN communication failure while the contactors are already closed the contactors remain closed until a small battery current is measured.
QuRE-1826,Exceeding the long term current limit by a small amount shall expand the duration of higher current.
QuRE-1827,Electrical loads permanently connected to the LISB battery draw a small quiescient current even when in sleep mode and permanently drain the battery.
QuRE-1828,The computing platform shall be scalable to an entry platform without the need of changes in layout or by exchanging a small PCB for the computing platform.
QuRE-1829,As an option to AAA-batteries the supplier shall propose a concept with smaller batteries.
QuRE-1830,As an option the contractor shall present concepts with smaller batteries and other different power supplies.
QuRE-1831,"If a small approaching object e.g. a motorcycle is driving in front of a larger object e.g. a truck in a relative distance larger than 3 m, both objects have to be detected unambiguously."
QuRE-1832,The curve radius shall be smaller than 100m.
QuRE-1833,The component has to be able to detect small objects (e.g. motorcycles) next to big objects (e.g. trucks) without restrictions to speed of both objects.
QuRE-1834,- The component shall store The values in small time intervalls e.g. a few seconds.
QuRE-1835,"If there should be not enough space in some cars, a solution shall be agreed with OEM (i.e. redesign of measurement interface or small modification of the prototype vehicles)."
QuRE-1836,"That may include a second cable, if more than one processor is used within the radar (if still small enough and can be synchronized)."
QuRE-1837,The SD Card Slot shall support all kinds of SD / MMC Cards with smaller form factors (e.g. mini SD) via adapter.
QuRE-1838,Ear-cap diameter shall be smaller than 60 millimetres.
QuRE-1839,The mounting force at sensor assembly is smaller than 50 N in a standard plastic material block with the smallest acceptable diameter of the mounting hole acc.
QuRE-1840,LimpHome means the contactors shall open as soon as a small current is reached (calibration value 7 ampere).
QuRE-1841,Small load containers (SLC) should preferably be used (see logistical requirements in the logistics CRS).
QuRE-1842,"- Small enough to be easily transported anywhere (e.g., the size of a briefcase or small suitcase)."
QuRE-1843,Overrating of small dips (zero values) in the antenna pattern can be avoided by use of the cumulative distribution function.
QuRE-1844,The function specific requirements for smaller parts of the field of view are described in the following chapters.
QuRE-1845,The left and middle edge point shall be equal if only one side of the object is observable or a sensor object side is smaller than the required accuracy in x- and y-direction.
QuRE-1846,All three edge points shall be equal to the reference point if the extension of the object is smaller than the required accuracy in x- and y-direction.
QuRE-1847,The accuracy of the determined distance to the roadborder shall always be smaller than 0.5m over the whole detection range.
QuRE-1848,The offset x0 shall never be calculated smaller than a specific minimum distance.
QuRE-1849,"It has to be assured that the signalized error (Dist_RoadBorder_Lt) corresponding to the signalized distance is not smaller than the real error, even for driving situations as sharp turns."
QuRE-1850,"Connectors, couplers or plugs must not have sharp edges or any radius smaller than 0.5 millimetres, to avoid damages of cable harness or injuring of assembler."
QuRE-1851,The depth of the component shall be smaller than 20 millimetres.
QuRE-1852,Power input shall be smaller than 11 milliampere.
QuRE-1853,Ear-cap diameter shall be smaller than 60 millimetres.
QuRE-1854,The filter calculation ends when the negative permissible torque is smaller than the `` shaped negative permissible torque '' once again.
QuRE-1855,"If the unlimited torque requests from the operating strategy are smaller than M_Grenz_pos, the limitation requests to level 1 must be reset and the desired electric motor torque of the operating strategy must be used for the CAN output."
QuRE-1856,OR the expiration date of one of the received certificates in Scc_SAProvisioningCertificateChaein is smaller than Scc_EvEVSETimeStamp.
QuRE-1857,"If AC_InstantLineVoltage is smaller than 25 volts, the global variable shall be set to 0."
QuRE-1858,"In case that the CAN-signal PNHV_Energy_Req is missing the contactors are opened as soon as the current is smaller than a predefined limit (for example 5 ampere, calibration value)."
QuRE-1859,Lettering of the supplier 's name and supplier identification shall be designed smaller than the OEM-identification.
QuRE-1860,Name of the contractor shall be written smaller than the name of the Client.
QuRE-1861,The symbol `` less than '' in this drawing is assigned to `` shall be smaller than ''.
QuRE-1862,"The y-axis displays the frequent occurrence (in percent) of this level, which means the probability that the received level is equal or smaller than the x-axis value."
QuRE-1863,On the other hand the routine will be stopped if the battery current does not become small enough while zero current control is forced.
QuRE-1864,"If the forces are actually higher, the contractor shall submit to the client, without specific request, a cost calculation with which a decision can be made as whether to use several small plug sockets with a plug force of less than 70 N or a large socket combined with aids for inserting and pulling the plug."
QuRE-1865,The microphone shall be snapped in on a small mounting plate which also acts as the microphone cover with adequate openings.
QuRE-1866,As the HF-MIC is a very small component the label shall be fixed at the cable.
QuRE-1867,Module 1 in station wagons with a small rear side window and a plastic spoiler is mounted on the right side tail gate above the window.
QuRE-1868,Module 7 in station wagons with small rear side windows contacts the antennas via kapton tape (windshield).
QuRE-1869,"If both services TV and DAB are offered in station wagons with small rear side windows and in convertibles, Module 9 is used instead of Module 8."
QuRE-1870,Module 9 in station wagons with small or big rear side windows is mounted on the left side in the tail gate above the rear window.
QuRE-1871,"If both services TV and DAB are requested in station wagons with small rear side windows and in convertibles, the tuner derives the DAB2 signal from the TV antenna using a splitter."
QuRE-1872,"In sedans, station wagons with big rear side windows and station wagons with small rear side windows, all components needed for AM reception are combined with the FM1 / DAB1circuit in module 1."
QuRE-1873,"In station wagons with small and big rear side windows and in convertibles, the heating of the rear window always has only one part."
QuRE-1874,"In case the DTR-sensor after KL87 / 15 `` ON '' and finished system initialization has firstly sufficient accurate measured a target to secure that transmit and receive function is assured and no increased system damping is present, the bit is set to `` 1 '' as soon as possible."
QuRE-1875,"The supplier must deliver 6 samples + 1 temperature sample of each sub-state except the A-sample as soon as possible to the component responsible, all other prototype parts after qualification and official release through the component responsible."
QuRE-1876,A complete voltage vector has to be provided as soon as possible during cranking phase.
QuRE-1877,"Information: If the engine is in the state `` automatic stop '' and the absence of the driver is detected, then a level 1 restart must be requested as soon as possible."
QuRE-1878,Also the ASIL relevant functions will be added soon.
QuRE-1879,Precharging-Mode shall be available again as soon as possible within a self-healing process that the battery has to monitor as well.
QuRE-1880,After the trigger signal PNHV_Energy_Rq equal 1 the precharging procedure shall be started as soon as possible.
QuRE-1881,Stop signs shall be signalized as soon as possible while maintaining the false positive rates stated in TSA5_Func-39.
QuRE-1882,Also the ASIL relevant functions will be added soon.
QuRE-1883,"Charging process shall be stopped, as soon as efficiency is dropping below 50 %."
QuRE-1884,This data shall change to `` 1 '' as soon as a signal of the above described type is detected on the separate wire.
QuRE-1885,In case the status of PNHV_GenIntrlk_Rdy is not known (CAN communication errors or signal time out) the supervision is deactivated as soon as the vehicle HVDC Bus voltage is below HvilDeactivationThreshold.
QuRE-1886,As soon as the component receives a response according to [PLGW-6832] it shall either confirm the successful reception to the TCU by sending a data packet specific `` .Status '' message with the Invalid_Parameter equal `` normal '' or when a negative response is received it shall send a data packet specific `` .Status message '' with the Invalid_Parameter equal `` out of range ''.
QuRE-1887,"In case of a CAN error the contactors are opened as soon as a small current is measured (for example 7 ampere, application parameter)."
QuRE-1888,In the partial networking status the communication with the KLA is enabled as soon as PNHV_CoolPwr_Rq is greater than 0.
QuRE-1889,"EngStartDebounced is set, as soon as ISPEngStartComb equal 1 is logical true."
QuRE-1890,"The change from UpStatUa1 to UpStatUa0 happens, as soon as ISPBatVoltFilt1 greater than PPNMBSBUpLim1."
QuRE-1891,"As soon as one of the following signals becomes 1, a timer with the value PPNM_BSBFailDebounceTime is started."
QuRE-1892,"If there is a request of the EMM to unlock the vehicle inlet and AC current is above the AC current threshold, the inlet shall be unlocked as soon as the AC current is below the AC current threshold."
QuRE-1893,"As soon as the SC has the information that S2 is closed, the SC shall request a cable and insulation check at the EVSE."
QuRE-1894,"As soon as the DCB enters the state `` Standby '', the DC box opens S2."
QuRE-1895,"As soon as the DC Box enters the `` Standby '' State, the DC Box has to perform a welded check of its contactors."
QuRE-1896,"If the state of the Vehicle Inlet LEDs is `` Charging '' AND as soon as the trigger `` battery is fully charged '' occures, the status LED shall be glowing green."
QuRE-1897,"If the state of the Vehicle Inlet LEDs is `` Charging '' AND as soon as the trigger `` charge pause '' occures, the status LED shall be glowing orange."
QuRE-1898,"If the state of the Vehicle Inlet LEDs is `` Locking fault '' AND as soon as the trigger `` using service release '' occures, the locking LED shall be switched on."
QuRE-1899,"If the state of the charge prediction is `` Display charge prediction in the charging page '' AND as soon as the trigger `` IC sleeps '' occures, the UI functions shall turn off the charging page."
QuRE-1900,"If the state of the charge prediction is `` Charging page off '' AND as soon as the trigger `` vehicle is unlocked '' occures, the UI functions shall display the charging page."
QuRE-1901,"If the state of the charge prediction is `` Weekly profile with connection, with next departure time '' AND as soon as the trigger `` weekly profile is deleted '' occures, the UI functions shall display HV-SOC equal 100%."
QuRE-1902,"As soon as the inductive charging starts (WPT_HVDC_Curr greater than 0,5 ampere) and the terminal 15R is active, the EMM sends to the IC the request to display `` Inductive charging is active '' via WPT_ChrgActv_Disp_Rq equal TRUE."
QuRE-1903,"The display shall disappear as soon as Klemme! equal 15R OR WPT_HVDC_Curr less than 0,5 ampere via WPT_ChrgActv_Disp_Rq equal SNA."
QuRE-1904,"If the state of the charge prediction is `` Odometer off '' AND as soon as the trigger `` vehicle is unlocked '' occures, the state of the charing display is `` Display charge prediction in the odometer ''."
QuRE-1905,"If the state of the energy flow is `` Plugged & Ground Pad inactive '' AND as soon as the trigger `` Energy is transfered (OBC) '' occures, the state of the energy flow is `` Plugged & Charge & Ground Pad inactive ''."
QuRE-1906,"When the player is paused because of `` Vehicle in motion '', the system shall resume playing the current video file as soon as `` Vehicle in motion '' does not apply anymore."
QuRE-1907,"As soon as the `` ADAPT user name '' and the allocated `` ADAPT position NUM '' have been saved, the System shall delete the received `` Data Set '' in the temporary storage."
QuRE-1908,"As soon as the conditions with respect to data security are state of the art, replication of the database contents must be enabled online via the internet."
QuRE-1909,"Vehicles with RAS (actors, sensors, ECU, interface communication) shall be used as development vehicles as soon as they are available."
QuRE-1910,"As soon as one of the specified conditions is FALSE, the bus communication monitoring shall be deactivated (and the Generic Debounce Timer will be reset)."
QuRE-1911,"If the call stack cannot be output via the logging interface, it shall be saved and, following system restart, output via the logging interface as soon as logging is available again and a client can record the output."
QuRE-1912,The same Hardware shall be employable for mixed reception as soon as signal definition is finalized and service is available.
QuRE-1913,"The supplier shall check new releases of mentioned documents to adapt damaged media lists for BLURAY media, as soon as available."
QuRE-1914,"Reversible failure reactions are deactivated during the driving cycle, as soon as the failure disappears."
QuRE-1915,"As soon as the engine speed exceeds a calibratable threshold, all injectors respectively torque relevant injections have to be shut-off."
QuRE-1916,"As soon as a validation ends successfully, the remaining items in the list shall be skipped."
QuRE-1917,"The charge system shall indicate to SCC to start a RENEGOTIATIONotiation of the charge schedule, as soon as the last SalesTariffEntry becomes active within the active charge profile."
QuRE-1918,The ambient and cooling water temperature distributions have to be verified with vehicle as soon as available.
QuRE-1919,This is necessary as soon as the lock from the vehicle inlet is closed until the charge process is finalized by unlocking the coupler intentionally.
QuRE-1920,"As soon as the network management stops communication, the interlock loop is no longer supervised."
QuRE-1921,As soon as an error has been detected the DTC state shall be set to `` ERROR ''.
QuRE-1922,"In case that a CAN-Limphome-Mode or a CAN-error is identified, the charge coupler is unlocked as soon as the charger has terminated the charging mode."
QuRE-1923,The interlock error condition is reset as soon as a closed interlock loop is detected.
QuRE-1924,The error reaction is reset as soon as the supervision of the interlock loop is possible and the interlock signal becomes valid again.
QuRE-1925,As soon as the CAN Signal returns to a valid value (OBL_Rq_Mod equal not SNA) the error shall be reset (but the event is stored in the error memory) and the OBC returns to regular operation.
QuRE-1926,As soon as the CAN Signals return to a valid value (not SNA) the error shall be reset and the OBC returns to regular operation.
QuRE-1927,The Control Pilot is considered as `` Connected '' as soon as the Control Pilot Pin changes its state from the unconnected state (this might be Hardware specific behavior).
QuRE-1928,"As soon as full AC Power is available again, the OBC shall return to full functional mode without vehicle or end-customer intervention."
QuRE-1929,"As soon as the copy process is finished, the MPDT transmission Handler shall confirm the reception of the data packet by sending a positive response answering the right request."
QuRE-1930,The SCC Main Function shall start as soon as the ECU starts.
QuRE-1931,A specific message sequence is started as soon as Download_Contract_Certificate.Set message is received indicating that the sequence is not complete (Sequence Transmission State equal sequence in progress).
QuRE-1932,A specific message sequence is finalized as soon as a Download_Contract_Certificate.Set message is received indicating that the sequence is complete (Sequence Transmission State equal sequence complete).
QuRE-1933,"As soon as the HV battery charging is complete (SOC ~ 100 %), the dc / dc converter will be used to charge the LV battery via power net and on board charger."
QuRE-1934,"As soon as the HV and LV battery charging is complete (SOC ~ 100 %), the vehicle mode `` charging '' is completed."
QuRE-1935,The request will be reset as soon as the combustion engine is running.
QuRE-1936,"If PNHV_EMM_LHOM is set and contactors are closed, the contactors shall open as soon as low current (e.g. 3 A) has been reached."
QuRE-1937,Capacitor discharging starts as soon as a valid CAN-signal indicates that the contactors are opened.
QuRE-1938,The model based prediction shall be adapted as soon as measured values are available.
QuRE-1939,In case of a CAN error the contactors are opened as soon as a small current is measured or a time threshold is exceeded.
QuRE-1940,The evaluation of the interlock signal shall start as soon as the BMS is able to provide a valid interlock generator signal which is signaled by the rising edge of PNHV_Intrlk_Rdy.
QuRE-1941,As soon as CAN communication stops the interlock loop evaluation result is no longer communicated.
QuRE-1942,The CAN-error is reset automatically as soon as a valid signal PNHV_Energy_Rq is available.
QuRE-1943,As soon as the departure time is reached the operating strategy of the vehicle commands the battery cooling system in order to lower the battery temperature while lowering the SOC as well until SOCmax is reached.
QuRE-1944,"As soon as new cover tools are necessary, the tool shall be designed to allow an internal gore pad."
QuRE-1945,"As soon as a crash threshold has been crossed, a crash telegram is to be stored in the memory area allocated for this purpose according to the `` Technical Specifications for Diagnosis ''."
QuRE-1946,"As soon as DDPMonLevel equal 2, the opening procedure is active and all other procedures are stopped."
QuRE-1947,"If the state of the Vehicle Inlet LEDs is `` Vehicle Inlet unlocked, no connector '' AND as soon as the trigger `` plugging the connector and locking the Vehicle Inlet '' occures with a locking fault, the locking LED shall be blinking."
QuRE-1948,"If the state of the Vehicle Inlet LEDs is `` Charging '' AND as soon as the trigger `` charge pause '' occures, the status LED shall be glowing orange."
QuRE-1949,"The OEM Special Terms, hereinafter referred to as `` OEM-ST '', are definitions which regulate the flow of information and smooth processing of processes between OEM, hereinafter referred to as `` OEM '', and its suppliers."
QuRE-1950,OEM Special Terms 2007
QuRE-1951,The basic FMEA-procedure and the basic scope of the FMEA-documentation are stated in the OEM Special Terms Data Sheet No.
QuRE-1952,OEM Special Terms 2012-Benz Special Terms 2012
QuRE-1953,The contractor must make the samples with PPF report for sampling available at the client (in accordance with ``OEM Special Terms'' [LH-3010]): 01.07.2016
QuRE-1954,"The contractor shall comply with the fundamental aftersales requirements for the components as defined and specified in the ""Aftersales Vehicle Standards"" [LH-2178], and with the requirements of the ""OEM Special Terms"" [LH-3010], in particular OEM SPecial Terms 34: ""Supply of Replacement Parts for OEM Products""."
QuRE-1955,``System Specification Telematic5.STAR1 HU High Special Purpose Vehicles'' [RD3659]
QuRE-1956,"For the implementation of the Special Purpose Vehicles functionality on the Telematic5@Star1 HU, the contractor shall consider the contents of specification ``Feature List Telematic5STAR1 HU High Special Purpose Vehicles'' [RD3561]."
QuRE-1957,"For the implementation of the Special Purpose Vehicles functionality on the Telematic5@Star1 HU Entry, the contractor shall consider the contents of specification `` Feature List Telematic5STAR1 HU Entry Special Purpose Vehicles '' [RD3590]."
QuRE-1958,"Production Process and Product Approval (PPA), OEM Special Terms 13 / 16"
QuRE-1959,"Quality Assurance Implementation of a Quality Management System, OEM Special Terms 14 / 04"
QuRE-1960,"Warranty Claims against Suppliers, OEM Special Terms 18 / 02"
QuRE-1961,"Failure Mode and Effects Analysis (FMEA), OEM Special Terms 27 / 06"
QuRE-1962,RD1708 - OEM Special Terms 2007 DocMaster
QuRE-1963,"The contractor shall make the samples with PPF report for sampling available at the client (in accordance with ``OEM Special Terms (OEM-ST 13) ''[LH-3010]): Component specific deadline must be on or before July 17th, 2013."
QuRE-1964,"The contractor shall adhere to the OEM Special Terms 36 / 09 (OEM-TS 36 / 09), especially chapter 3."
QuRE-1965,The contractor shall provide the samples with PPA report for sampling to the client (as per ``OEM Special Terms (OEM-ST 13)'' [LH-3010]) by the following deadline: 4 weeks prior to ``100% PPA-capable parts with PPA report (PPPA report) are provided in accordance with ramp-up'' (see: `` Excerpt from Process Master Plan for Suppliers '' [tbd])
QuRE-1966,"The contractor shall make the samples with PPA report for sampling available at the client (in accordance with `` OEM Special Terms (OEM-ST 13) '' [LH-3010]): July 17th, 2013."
QuRE-1967,In addition to the ``OEM Special Terms (OEM-ST13)'' the documents and samples for PPF / PPA shall correspond to Submittal level 3.
QuRE-1968,The system `` Special Purpose Vehicle '' has to provide the system `` Power Network Management '' with the signal PN14_SupBatCutSw_Rq.
QuRE-1969,"Condition of the component: Confirmed deadline for sample with PPF report for sample release at OEM, see ``OEM Special Terms (OEM-ST 13)'' [LH-3010]): 01.05.2014"
QuRE-1970,"For the implementation of the Special Purpose Vehicle functions, the contractor shall consider the contents of '' Feature List Telematic5.5 HU High Special Purpose Vehicles `` [FL_SPV]."
QuRE-1971,OEM-ST OEM Special Terms
QuRE-1972,SE Special Equipment
QuRE-1973,The following requirements describe special requirements regarding the testing of radar sensor in the end of line area of the supplier.
QuRE-1974,"Additionally, the IC shows various information of the telematics system like radio, TV, audio, telephone, navigation etc. and special data like navigation arrow guidance information, telephone memory lists and other content on IC screen."
QuRE-1975,"Additionally, the IC shows various information of the telematics system like radio, TV, audio, telephone, navigation etc. and special data like navigation arrow guidance information, telephone memory lists and other content on IC screen."
QuRE-1976,"But there are special driving events like Stopp / Start with swinging crank / camshaft, starting and clutching in, bad shifting, braking down to zero without using the clutch, correct and incorrect push- and tow-starting, high engine speed gradients and similar that must not lead to a false diagnosis."
QuRE-1977,During special or synchronisation operation modes (see chapter `` Measures regarding the monitoring of special operation modes for P2 hybrid '') an additional extension of the +Offset1 or +Offset2 maps is necessary.
QuRE-1978,"To compensate influences like component drifts, aging and dirt, in special operating modes like foot-off operation, learning methods (adaptive controllers) have to be utilised."
QuRE-1979,"If PLC is routed over Mains, HV-AC lines shall be tested in special PLC-Mode according to CISPR / I / xyz."
QuRE-1980,There is a special behaviour for the setting of LHC_EBL_Rq depending on the following conditions:
QuRE-1981,There are special behaviours for the setting of some Bits depending on the conditions defined below.
QuRE-1982,"It shall be possible for OEM to label data, too (i.e. for scenes of special interest or quick addition of band new issues)."
QuRE-1983,As special equipment and additional production time is necessary for end of line alignment on special radar target within production causes costs which may be avoided in the following an automatic end of line alignment of the component ist described.
QuRE-1984,The acceptance and the release of the component results exclusively on base of vehicle crash tests of the client's special departments.
QuRE-1985,Special attention must be paid to the following:
QuRE-1986,The contractor shall depict special equipment scopes in the pin assignment.
QuRE-1987,"In addition to other relevant industry standards, the mentioned standards have a special relevance."
QuRE-1988,"During the development and industrialization of HV parts, a holistic approach must be applied, that takes into special consideration the criticality of air gaps and creapage distances in the case of high field strengths, as well as the combination of mechanical and electromechanical sub components with electronics."
QuRE-1989,Special attention shall be payed on the design of the Y-capacitors.
QuRE-1990,"For the design of the controller unit, special attention shall be payed to the following points:"
QuRE-1991,"To ensure that the test severity corresponds to the actual requirements of field use, when performing the test special care must be given to an appropriate emulation of the installed situation of the component in the vehicle generally according to SPEC-10611, Chapter 5.5."
QuRE-1992,Special attention has to be paid to the grounding and series resistance effects in the EMC filter.
QuRE-1993,"In this context the entertainment sources radio, television, and optical drive are of special interest."
QuRE-1994,"In addition, special options with reduced or alternative requirements are specified and distinguished in the requirement specification."
QuRE-1995,A special angular characteristic of the sensitivity of the light sensor is necessary.
QuRE-1996,"The contractor shall consider, that for handsfree speaking special EQ requirements are necessary."
QuRE-1997,For the separation of ``rear telephone'' and ``front telephone'' special EQ adjustments are necessary.
QuRE-1998,"In case of developing special HV-connectors, all further requirements for HV-Connectors, are specified in Requirement Specification `` A0010046599 ''."
QuRE-1999,Special tools that are necessary for recycling shall be made available to the client and third parties.
QuRE-2000,"Effects of long-term storage performance (electrolyte capacitors, special accumulator modules, rechargeable batteries, batteries, etc.)"
QuRE-2001,"For test cases, the variants for which the test cases are to be executed, e.g. markets, model series, body types, special equipment codes, shall be specified."
QuRE-2002,"Depending on the cars special options, the amplifier supports only FM or combined FM and DAB reception."
QuRE-2003,The component shall have a special diagnostic mode for end of production line testing at OEM.
QuRE-2004,The component shall have a special diagnostic mode for roller test bench (switch off the functions).
QuRE-2005,bus fault detection is activated/deactivated via a special operating signals on bus messages during special vehicle conditions e.
QuRE-2006,As special equipment and additional production time is necessary for end of line alignment on special radar target within production causes costs which may be avoided in the following an automatic end of line alignment of the component ist described.
QuRE-2007,The contractor shall coordinate special cases on an individual basis with assembly planning.
QuRE-2008,6. Development support: The system provides a special engineering mode for development purposes displaying additional information and providing the option to set not user-accessible paramters.
QuRE-2009,RD1969 SPEC 10233 - OEM Toleranznorm SPEC 10233: Geometrical tolerancing - Special cases for shape tolerances DocMaster
QuRE-2010,"In addition to these common gateway requirements, special requirements for emission related ECUs have to be observed and implemented."
QuRE-2011,OEM will give Supplier a special specification in electronic form to the Diagnostic Services above.
QuRE-2012,It could be that the normal fault debouncing and healing would never raise a fault in special cases although there are many sync losts ?Â? in those circumstances a fault has to be raised.
QuRE-2013,The actions listed in the picture `` Extended monitoring measures regarding special operation modes with the P2 hybrid '' must be implemented.
QuRE-2014,"Note: This is a special requirement for start up, SCC needs to process the corresponding callback events in all other states as well."
QuRE-2015,"To assure a sufficient thermal transfer of critical components, the housing shall meet special pore classes in defined areas."
QuRE-2016,The following tests shall verify the wakeup and power down behavior for some special cases for the OBC.
QuRE-2017,"3. A special requirement of the EM component is that for the power connection or contacting solution with an adapter, an additional EMC-conductive gasket or similar must be implemented in addition to a moisture seal."
QuRE-2018,The module must have the cabability to disable the rollover algorithm via diagnostics with a special treatment for the airbag warning lamp with this diagnostic service see diagnosis specification.
QuRE-2019,``LeftHDV'' must be assigned to special mask alignment of split view display for left hand drive vehicles.
QuRE-2020,"To identify special updates to PNM, the releases can be taged by a defined number (FunctionID)."
QuRE-2021,Special conditions for sending real values: None
QuRE-2022,This is typically a separate converter box witch could be connected to special prepared samples of each sample state of the component.
QuRE-2023,"The component shall have special diagnostic modes for end of line testing, calibration and input/output value testing."
QuRE-2024,"The LCD-stack with overlapping front cover is a special arrangement of standard LCD module parts (e.g. LCD-cell, driver-electronics, backlight unit with cooling infrastructure, socket for PCB-connection, etc.) with a special front cover panel."
QuRE-2025,For closed and totally open position there are special requirements:
QuRE-2026,Digital Switch Lines are special arrangements for Digital Inputs.
QuRE-2027,The COM stack is a special case.
QuRE-2028,The cameras are special equipment.
QuRE-2029,Power nap is a special programm which allows the vehicle occupants to have a convenient rest in the vehicle.
QuRE-2030,"The OEM Vehicle PC vehicle measurement system is a special system to collect measurement data from several sources and suppliers e.g. ABR, RDU, analogue voltages, several CAN and FR buses etc."
QuRE-2031,"- that automatically measured ground truth infos (i.e. ADMA reference sensor on bord, automatically recogniced reference objects/specially marked surrounding cars) can be read and processed"
QuRE-2032,"Filtering of object values (distance, relative speed and relative acceleration) has to be specially trimmed for smooth system operation of the ACC Longitudinal Control if object relative speed is around +/- 5 km/h."
QuRE-2033,The functional safety requirements of this chapter are derived from the functional safety LV Bordnet and are based on safety goals of other safety relevant components in the LV Bordnet and are specially related to the DC/DC-Converter
QuRE-2034,The front grill was specially made with a plate in front of the component which allows 77 GHz pass through with low damping.
QuRE-2035,The requirements listed here define extensions or modifications of the standardized/cataloged requirements from the previous chapter under consideration of the special characteristics of the target model series.
QuRE-2036,The requirements stated here define supplements and modifications to the standardized/cataloged requirements from the previous chapter taking into consideration the special properties of the target vehicle model series.
QuRE-2037,Lithium accumulators must correspond to the applicable in each case conditions of the special regulation 230 the UN model instructions (Orange Book) in the most recent version.
QuRE-2038,Lithium accumulators shall correspond to the applicable conditions of the special provision 230 of the UN transport regulations (Orange Book) in the most recent version.
QuRE-2039,For mounting and demounting of the HV-Battery the special tool (W 342 589 00 62 00) shall be usable.
QuRE-2040,Therefore each test has to be adapted to this special situation.
QuRE-2041,"FL Front Left -> For this door, the special case of ``Driver Door Alarm Delay'' is to be taken into consideration."
QuRE-2042,"If the system can't determine the speed limit (no speed limit transmitted to display to the driver), the special value IDLE shall be used, indicating that no speed limit information can be provided."
QuRE-2043,"If the current speed limit is not restricted (e.g. on certain parts of german Autobahn), the special value UNRESTRICTED shall be transmitted via ."
QuRE-2044,"If the system can't determine the next speed limit, the special value IDLE shall be used, indicating that no information on next speed limit can be provided."
QuRE-2045,"If inquired, the ACCSW shall write the value which is given for the special values."
QuRE-2046,Requirements relying on the special characteristics of a sensor are mentioned in the corresponding chapter of the sensor.
QuRE-2047,"If a special LIN chipset is needed for LIN transmission, the sensor shall use a OEM recommended chipset."
QuRE-2048,"If additional special equipment is needed (which is not in part of the standard FAP5-System vehicles), it shall be easily added into the FA5-system vehicle for analysis purpouses."
QuRE-2049,"If special and standardized requirements cannot be jointly implemented, the layout of components must be coordinated with the function group in regard to critical items."
QuRE-2050,"If special and standardized requirements can not be jointly implemented, the contractor must coordinate the design of the component, with regard to the critical points, with the client 's department."
QuRE-2051,"If a repair without additional special tools can not be implemented, the investment protection for Basic Operations must be respected in consultation with GSP."
QuRE-2052,"If an object fulfills all characteristics, a special state is calculated."
QuRE-2053,Mechanical loads are defined later if there are special requirements.
QuRE-2054,"If there are any special development and debug tools (hardware, software) necessary to access the communication middleware from the outside of the component, the contractor shall provide these tools to the client."
QuRE-2055,"If the partition window is closed, a special communication solution is applied."
QuRE-2056,For the dismounting of the sensor no special tool is required
QuRE-2057,"The component is not exposed to stone chipping generated by own vehicle, therefore no special stone chipping protection is necessary."
QuRE-2058,"CMS_P has no special requirements on the accuracy of the lateral width of the CMS_P relevant object, as the width of the object will be determined by the function using additional camera information."
QuRE-2059,"No special adaptation of the measurement tool shall be needed by the supplier to change between different K-Matrix versions, except the change of the arxml-file."
QuRE-2060,Unplugging shall be possible without special tools and without causing any damage.
QuRE-2061,No special tool needed to replace the control unit
QuRE-2062,The BLURAY-drive-variant shall fullfill all requirements defined for DVD-drive versions as long as no special requirement for BLURAY drive variants is defined.
QuRE-2063,The contractor shall ensure that disconnection can be done without the need for a special tool and without causing any damage.
QuRE-2064,All full bandwidth channels have to be decoded and transported with full bandwidth and without any special audio treatment (e.g. ?Â?Small Speaker Type?Â?)
QuRE-2065,No special tool shall be necessary to uninstal the component from the car.
QuRE-2066,"There is no special requirement to the count of cells, as long as the specified power and energy requirements will be met in compliance with the maximum specified currents and voltage levels."
QuRE-2067,Further parts have to be mounted without any special tool.
QuRE-2068,"The possibility for dispatching the accumulators in the international road, sea and air traffic must be without use of special permissions ensured, excluded the agreement for the transport of accumulators with more than 35 kg gross mass in accordance with Special Provision A99 of the IATA-DGR"
QuRE-2069,"There is no special requirement to the count of cells, as long as the specified power, voltage and energy requirements will be met in compliance with the maximum specified currents and voltage levels."
QuRE-2070,This shall be possible without using special tools.
QuRE-2071,There shall be no special tool necessary for connection of HV-harness (Adapterplatte) to PEB (assembly in marriage station).
QuRE-2072,No special reset handling required.
QuRE-2073,No special tool is needed for demounting the antennas and the points.
QuRE-2074,"Hence, no special Japan TV amplifier is requested."
QuRE-2075,"All need for action on the part of OEMMLER resulting from the FMEAs from the consideration of special features (safety-critical, certification-relevant, possibly other features) must be provided to OEMMLER by the supplier in a written summary."
